OBJECTID,Identificador de la manzana catastral,Clase de predio predominante,Grupo económico predominante,Avalúo catastral por manzana ($),Observación,GLOBALID,coord_x,coord_y
3778,006107002,N,BODEGAS,2593364,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EE81A8B3-2910-43A0-B18F-AA178675AE30},"-74,08458903527607","4,6142078982247"
3792,006104023,N,RESIDENCIAL,1279998,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E7F37D6B-E4B8-4CA4-A5DE-203ED34FC4E9},"-74,07907159000384","4,6084468193585755"
3793,006104024,N,RESIDENCIAL,1340129,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5B100F45-DB4A-460B-B195-971053779790},"-74,07977427706476","4,608946569727148"
3810,006216012,N,OFICINAS,2500330,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{438412D5-91B4-4CEE-AB60-EF14C12BF342},"-74,09891752843164","4,640685603215972"
3814,006104019,N,BODEGAS,1520775,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A5D88722-528E-4D30-895E-6E1E8083DE03},"-74,07888358745181","4,609960640360295"
3834,006218002,N,BODEGAS,1560280,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CD08DF6F-1D32-426B-9ED2-1A3FA0CE7FBB},"-74,11194085892758","4,633760026489218"
3856,006203001,N,BODEGAS,1636250,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{411B5CBE-7964-4ED2-A89B-7F3E41BBBE7F},"-74,08459680106759","4,6239086037116115"
3876,006204026,N,INDUSTRIA,1426470,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{64439912-A0B4-492F-B4A5-27CCF746BB2F},"-74,09515676547505","4,6182204998306435"
3878,006204028,N,BODEGAS,1406641,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D1EA3557-D7C9-4CD3-A416-05B641A9D214},"-74,09389232642901","4,621099085634574"
3911,006107023,N,BODEGAS,2757026,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{35A044FB-56CF-4736-86B3-E78D4F576C28},"-74,08972664881838","4,6132598269649"
3936,006204034,N,LOTES,432000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{84EB4D24-8448-4680-BD86-554CA77EC565},"-74,08881151022972","4,619275188244485"
3981,006307020,N,INDUSTRIA,1471626,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{01A3B473-A4A6-44C5-A522-0124B8141080},"-74,11914759840839","4,64823084526958"
3982,006307022,N,BODEGAS,1530000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9670310B-566F-4939-BC9E-2403D0A69C15},"-74,12045557553606","4,646643263837281"
3983,006307024,N,BODEGAS,1517023,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D3520B2E-8BEC-40A5-BF43-551E2A67CBBA},"-74,12164606212968","4,645190061153961"
4010,006104020,N,RESIDENCIAL,1415372,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{117B9628-BA4C-4D8E-923C-E351C3A0EE73},"-74,0784927642608","4,609348787077005"
4059,006108006,N,RESIDENCIAL,1577713,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3E427493-29E9-4588-8B91-79E80373E9EA},"-74,08073811201216","4,61894307096218"
4150,006103012,N,LOTES,931821,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2DCBDBA3-9809-49C1-83A4-D71CAA93C4B3},"-74,0760983411939","4,612413604408178"
4183,006307011,N,OTROS,1489291,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CE2FC477-6339-416E-ADB6-208C6FBCD87B},"-74,11835474749779","4,646123893224815"
4188,006307017,N,BODEGAS,1564002,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{39EDBDA0-B86C-4557-BC81-285C67E53F78},"-74,12148462959324","4,642416815701975"
4214,006507021,N,UNIVERSIDADES Y COLEGIOS,1183200,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8AB85896-1CAD-4A67-A6D8-7ED630060AC6},"-74,13126215481674","4,646166208811978"
4224,006103071,N,BODEGAS,1117359,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BFDB6D17-8737-4EE2-AC0C-BECE0D8FFD03},"-74,07897351053363","4,620063482058797"
4231,006106007,N,INDUSTRIA,1349934,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EA543463-F6AD-4832-8804-4A8FE43BD150},"-74,08364679092044","4,61080337197111"
4238,006107011,N,OFICINAS,1717067,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F9D0DFD5-FEC5-4F67-BEB5-1031AF15CC0E},"-74,08712544727364","4,61534321369655"
4259,006106012,N,BODEGAS,1403427,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4259FB96-8EDD-4F91-A092-7CA781EFF37D},"-74,08427316699178","4,6112384635927866"
4280,007204012,N,RESIDENCIAL,1946479,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{72507835-D8DE-4271-A02E-E2325291DEBB},"-74,06862289821102","4,63623120823699"
4338,006107019,N,BODEGAS,2491147,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2C3814D4-2E25-4DEA-B2A9-7469E54DF698},"-74,08925821446984","4,6157778779577985"
4387,003110022,N,OFICINAS,1866433,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6FCCD612-2BB4-4BA5-9356-DE470AD5F070},"-74,07373800080059","4,5978733496580375"
4389,006104025,N,BODEGAS,1449650,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BDFD5221-EB8D-47A2-AE17-6393478D7615},"-74,07998443023656","4,608130280145627"
4392,004412017,N,RESIDENCIAL,1461639,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A9615EF9-01B9-4099-9D0C-EA4F02B46C21},"-74,11405655775431","4,599171317627461"
4445,002309010,N,LOTES,648000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{23771C92-3DEF-4676-BE12-E2EC477ED3C4},"-74,11945587412767","4,593327968497507"
4464,003110004,N,OFICINAS,1577600,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FAE9EBD6-108B-4E54-8E69-B89776701364},"-74,07388204550116","4,6017269593084045"
4530,006211017,N,RESIDENCIAL,1264000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{198B88F9-FA97-4CD7-B385-2D26B822AD58},"-74,08928332351098","4,623194840198637"
4605,006212002,N,INDUSTRIA,1848588,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F0F4045E-47A6-44E6-9BCD-7CE27C4A1EF2},"-74,11188634806317","4,629463402873659"
4713,006212025,N,BODEGAS,1857451,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3613D0F3-A3EA-4065-B2F5-93B249ABBB99},"-74,12057932417031","4,630038028281221"
4714,006212026,N,COMERCIO,1835608,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BDA220E9-BF67-46FE-9E39-8CBBF57E459A},"-74,11841260708312","4,636396325098427"
4715,006212027,N,RESIDENCIAL,1587238,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9BC5EAB3-5E31-4FB1-BB9B-F5F333D128F3},"-74,11884528350285","4,635337399559978"
4722,002309034,N,LOTES,648000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4EB209DE-815F-4B07-B8AD-836E49F19C58},"-74,12201308559624","4,592863652798882"
4725,002311007,N,RESIDENCIAL,1581075,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FDC4F228-D919-4F5E-B8C8-5D0F9D297895},"-74,12582706643722","4,5904017651305935"
4733,006215031,N,BODEGAS,2303920,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0A0EE90F-4126-4D28-87DB-8A444402F00B},"-74,11015739547568","4,630858224637635"
4750,006215040,N,BODEGAS,1699440,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{51B029C1-5C83-49AD-A9A2-78EC65CA90BE},"-74,11059918846706","4,633584600962831"
4753,006215053,N,BODEGAS,1294100,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C68728E4-3FEC-46A1-82D4-7F9575C12410},"-74,10828666333025","4,634192631130249"
4793,006108023,N,BODEGAS,1710983,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{ACABC291-199B-4882-B955-10B8BA85FC49},"-74,0820344143084","4,621093410756224"
4916,006212019,N,RESIDENCIAL,1557029,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9D06B5EA-B241-4D05-B9C9-854F2D67C470},"-74,11803759739811","4,634991152186745"
4918,006215002,N,BODEGAS,1818796,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DF0EFC54-3E25-4D8F-8531-FE1BD85C1F4F},"-74,1068357466528","4,630383770322754"
5071,007208015,N,RESIDENCIAL,1893441,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{383ACD1F-DC27-46ED-BFBB-01DFC6CAF607},"-74,07042807910024","4,643965137799478"
5147,008105002,N,BODEGAS,2040000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0713C0A4-8AED-4E80-9E51-6877ADEAC4B6},"-74,06612807313843","4,615900916414425"
5159,004403068,N,RESIDENCIAL,1278389,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D83ABBF7-582C-4B77-9E84-163E97E23080},"-74,12082879053274","4,5975405969432295"
5168,003103016,N,UNIVERSIDADES Y COLEGIOS,1405610,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5DB4F353-5A3E-4EC9-ADAE-C71AD1D60FE6},"-74,0666481279011","4,601200186253132"
5183,004110042,N,COMERCIO,23035000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3D0FFE04-9D27-4936-9625-5D9003628130},"-74,0883944336775","4,604158734327512"
5221,008105006,N,RESIDENCIAL,2221285,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C5E7B125-E2ED-4552-B1C4-859159FB5420},"-74,06699630520974","4,612418132768762"
5263,008107022,N,RESIDENCIAL,1690572,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{230B8432-209C-48DF-8A8F-FE47496E1B0A},"-74,06661317536935","4,610729432933448"
5294,007208001,N,BODEGAS,1283500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2D20DFD9-BEA8-4030-AF32-A2AB61EABE13},"-74,06902715841856","4,64422953620926"
5333,004205016,N,RESIDENCIAL,1506480,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B9601765-3E1D-4DB0-A2CC-D4B1FDC85094},"-74,10735484754305","4,615264404190532"
5370,004205007,N,LOTES,1276982,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{443C4D4E-46B2-408F-99F2-3C3E0641ED62},"-74,10658381346843","4,616322672482611"
5395,004105036,N,RESIDENCIAL,1790858,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0D61711C-7486-4A45-A478-E85072DD25A3},"-74,09132563369693","4,592995697870057"
5443,008105015,N,RESIDENCIAL,1345698,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7B84EAE5-E0FE-4503-BE79-78B5E8AE3032},"-74,06450993314593","4,615955416989918"
5473,002104062,N,RESIDENCIAL,1817053,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7E672535-E742-4268-AF63-A6FB4F9FA9F2},"-74,10610156745305","4,590553383768963"
5509,002309046,N,LOTES,648000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B25114AE-7F7A-4C09-95FA-57D39DDC5C33},"-74,12624627558262","4,591529178095372"
5525,008105010,N,RESIDENCIAL,2107264,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{752A2D11-F116-41A3-9026-89F81BC1BFBA},"-74,06597951129972","4,614362626539611"
5573,008211034,N,RESIDENCIAL,449547,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8DA9F159-E9EE-48BF-A768-991110503A22},"-74,05452096922188","4,646923282995284"
5583,004406031,N,RESIDENCIAL,1700000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4B344E74-0E81-4CC4-8068-59C283A204B6},"-74,12874717638891","4,600161944011789"
5605,006103025,N,LOTES,732003,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1B2D39C9-A9C3-4977-967C-A555B898E97A},"-74,07638144268913","4,614839055688522"
5704,006101003,N,RESIDENCIAL,1558702,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0B426485-353C-4B11-8D89-220D408B2B0D},"-74,07927115005099","4,621536932997309"
5723,004205033,N,RESIDENCIAL,1670065,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F52C32F8-E66E-4F82-A918-789483F6F00F},"-74,11065402018154","4,615784332595513"
5758,006502009,N,RESIDENCIAL,1374276,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{305EDBD9-692B-4978-8BD9-2BEFAA9CBDEC},"-74,12872020593367","4,633870803281126"
5761,006108020,N,BODEGAS,1680176,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{20C31112-EBDC-4A9A-AD11-01386034891B},"-74,08310243574473","4,619249486114964"
5765,004205062,N,RESIDENCIAL,1508784,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{59302FE2-533B-4252-90CD-923D3637ACEE},"-74,10928675574652","4,6166084622467745"
5793,007206014,N,RESIDENCIAL,1960833,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{92A781BC-B4BA-4658-A215-A225767D18C4},"-74,07751906734802","4,641574977171432"
5819,006502001,N,RESIDENCIAL,1374042,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7A789A1A-85F7-47D9-8512-5B3E8E32395C},"-74,1274635825802","4,632838084982896"
5832,008101013,N,OFICINAS,2509049,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{659A806A-2402-46CB-947C-AD61865842C6},"-74,06631045485999","4,625348307571607"
5844,007103008,N,OTROS,1933961,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6AFC883B-94AA-44E9-8C9F-7A2F56254569},"-74,07019435854066","4,626726508284776"
5855,006206006,N,BODEGAS,1954861,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{777BF325-9081-4D05-8AF0-66C5E7F4702C},"-74,10049688590743","4,625919221345265"
5879,007103010,N,OFICINAS,1946329,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F3060535-72B5-4987-BD9C-2C1F130834E2},"-74,07058226100584","4,629888802969328"
5887,007203036,N,RESIDENCIAL,2143139,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F4C49989-6AE6-405C-91F7-2621D4EC6975},"-74,06832401516394","4,644902546213484"
5889,007203040,N,RESIDENCIAL,1994351,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9BD5F7F2-BF20-4C4B-B987-25204C393E94},"-74,06849204760029","4,642358591434948"
5900,006201023,N,LOTES,783000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9165AB31-81E3-4594-916B-21DE1D927846},"-74,08476217942328","4,631952024740225"
5935,007103017,N,OFICINAS,1949966,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C741A73D-3E47-41D2-92F8-705834FB9AB6},"-74,07152561996209","4,627671134780651"
5960,002102071,N,RESIDENCIAL,1272034,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DD53CE5D-0FA4-4547-AE97-4B9A586F45FF},"-74,09805342231961","4,590319844215943"
5961,002102072,N,RESIDENCIAL,1250613,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{615815D4-6138-4A36-BE00-E2B3B3B72266},"-74,09829148938888","4,589926667432552"
5964,007103018,N,LOTES,621000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{14F1A541-09A1-4BA8-91DA-29C77200E227},"-74,07174327853994","4,626980528012066"
6033,008101011,N,OFICINAS,1625698,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0A9368D6-3699-49F5-9E8E-2C7E93F3DAB7},"-74,06705424104888","4,625410138535"
6035,002301012,N,RESIDENCIAL,1556435,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5DB481CA-EC95-4AF9-925D-2F13ACC5D8B5},"-74,11506881013332","4,593073460836784"
6043,007202007,N,LOTES,975783,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2D44E1BE-09E4-457C-92D0-5F8A9FA364EF},"-74,06878734409905","4,6455841468611885"
6044,007202008,N,OFICINAS,2087218,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C7E17C57-E844-429D-8127-DD8772C523F5},"-74,0688990196877","4,645026202982243"
6096,007104030,N,RESIDENCIAL,2046081,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{88DF5751-6CDB-4388-A707-D34A5D0F249A},"-74,07299707057525","4,625720022129418"
6113,004205026,N,RESIDENCIAL,1360082,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8FF3003F-8711-4A46-8054-F9715D2BD3BB},"-74,1097899489217","4,615723934172375"
6114,004205027,N,RESIDENCIAL,1585663,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DBF2AEBA-AC4E-4144-8664-B8729574AD0A},"-74,10976434396274","4,615073944749726"
